,Unnamed: 0,index, FIPS,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent 5-Year Trend (ˆ) in Incidence Rates,Lower 95% Confidence Interval.1,Upper 95% Confidence Interval.1,index.1, FIPS.1,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.1",Lower 95% Confidence Interval.2,Upper 95% Confidence Interval.2,Average Annual Count.1,Recent 5-Year Trend (ˆ) in Incidence Rates.1,Lower 95% Confidence Interval.1.1,Upper 95% Confidence Interval.1.1,index.2, FIPS.2,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.2",Lower 95% Confidence Interval.3,Upper 95% Confidence Interval.3,Average Annual Count.2,Recent 5-Year Trend (ˆ) in Incidence Rates.2,Lower 95% Confidence Interval.1.2,Upper 95% Confidence Interval.1.2,index.3, FIPS.3,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.3",Lower 95% Confidence Interval.4,Upper 95% Confidence Interval.4,Average Annual Count.3,Recent 5-Year Trend (ˆ) in Incidence Rates.3,Lower 95% Confidence Interval.1.3,Upper 95% Confidence Interval.1.3,index.4, FIPS.4,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.4",Lower 95% Confidence Interval.5,Upper 95% Confidence Interval.5,Average Annual Count.4,Recent 5-Year Trend (ˆ) in Incidence Rates.4,Lower 95% Confidence Interval.1.4,Upper 95% Confidence Interval.1.4,index.5, FIPS.5,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.5",Lower 95% Confidence Interval.6,Upper 95% Confidence Interval.6,Average Annual Count.5,Recent 5-Year Trend (ˆ) in Incidence Rates.5,Lower 95% Confidence Interval.1.5,Upper 95% Confidence Interval.1.5,index.6, FIPS.6,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.6",Lower 95% Confidence Interval.7,Upper 95% Confidence Interval.7,Average Annual Count.6,Recent 5-Year Trend (ˆ) in Incidence Rates.6,Lower 95% Confidence Interval.1.6,Upper 95% Confidence Interval.1.6,Recent Trend1,County
592,592,592,16085,41.3,26.8,61.9,6,9.7,-28.3,68,592,16085,41.3,26.8,61.9,6,9.7,-28.3,68,592,16085,41.3,26.8,61.9,6,9.7,-28.3,68,592,16085,41.3,26.8,61.9,6,9.7,-28.3,68,592,16085,41.3,26.8,61.9,6,9.7,-28.3,68,592,16085,41.3,26.8,61.9,6,9.7,-28.3,68,592,16085,41.3,26.8,61.9,6,9.7,-28.3,68,2,2875
1303,1303,1303,26147,69.5 #  ,64.4,75,141,-5.4,-9.6,-0.9,1303,26147,69.5 #  ,64.4,75,141,-5.4,-9.6,-0.9,1303,26147,69.5 #  ,64.4,75,141,-5.4,-9.6,-0.9,1303,26147,69.5 #  ,64.4,75,141,-5.4,-9.6,-0.9,1303,26147,69.5 #  ,64.4,75,141,-5.4,-9.6,-0.9,1303,26147,69.5 #  ,64.4,75,141,-5.4,-9.6,-0.9,1303,26147,69.5 #  ,64.4,75,141,-5.4,-9.6,-0.9,1,2648
1387,1387,1387,27149,_ ,_, _,_,_,_,_,1387,27149,_ ,_, _,_,_,_,_,1387,27149,_ ,_, _,_,_,_,_,1387,27149,_ ,_, _,_,_,_,_,1387,27149,_ ,_, _,_,_,_,_,1387,27149,_ ,_, _,_,_,_,_,1387,27149,_ ,_, _,_,_,_,_,5,2694
2742,2742,2742,48441,60.3,54.6,66.3,85,0.1,-11.3,13,2742,48441,60.3,54.6,66.3,85,0.1,-11.3,13,2742,48441,60.3,54.6,66.3,85,0.1,-11.3,13,2742,48441,60.3,54.6,66.3,85,0.1,-11.3,13,2742,48441,60.3,54.6,66.3,85,0.1,-11.3,13,2742,48441,60.3,54.6,66.3,85,0.1,-11.3,13,2742,48441,60.3,54.6,66.3,85,0.1,-11.3,13,2,2763
2758,2758,2758,48473,53.7,43.6,65.3,21,-9,-18.9,2.2,2758,48473,53.7,43.6,65.3,21,-9,-18.9,2.2,2758,48473,53.7,43.6,65.3,21,-9,-18.9,2.2,2758,48473,53.7,43.6,65.3,21,-9,-18.9,2.2,2758,48473,53.7,43.6,65.3,21,-9,-18.9,2.2,2758,48473,53.7,43.6,65.3,21,-9,-18.9,2.2,2758,48473,53.7,43.6,65.3,21,-9,-18.9,2.2,2,2916
2247,2247,2247,42009,51,43.9,59.1,37,-3.8,-10.7,3.7,2247,42009,51,43.9,59.1,37,-3.8,-10.7,3.7,2247,42009,51,43.9,59.1,37,-3.8,-10.7,3.7,2247,42009,51,43.9,59.1,37,-3.8,-10.7,3.7,2247,42009,51,43.9,59.1,37,-3.8,-10.7,3.7,2247,42009,51,43.9,59.1,37,-3.8,-10.7,3.7,2247,42009,51,43.9,59.1,37,-3.8,-10.7,3.7,2,166
2340,2340,2340,45051,74.7,70.8,78.9,286,-4.2,-6.8,-1.5,2340,45051,74.7,70.8,78.9,286,-4.2,-6.8,-1.5,2340,45051,74.7,70.8,78.9,286,-4.2,-6.8,-1.5,2340,45051,74.7,70.8,78.9,286,-4.2,-6.8,-1.5,2340,45051,74.7,70.8,78.9,286,-4.2,-6.8,-1.5,2340,45051,74.7,70.8,78.9,286,-4.2,-6.8,-1.5,2340,45051,74.7,70.8,78.9,286,-4.2,-6.8,-1.5,1,1291
939,939,939,20105,_ ,_, _,_,_,_,_,939,20105,_ ,_, _,_,_,_,_,939,20105,_ ,_, _,_,_,_,_,939,20105,_ ,_, _,_,_,_,_,939,20105,_ ,_, _,_,_,_,_,939,20105,_ ,_, _,_,_,_,_,939,20105,_ ,_, _,_,_,_,_,5,1662
2922,2922,2922,51600,26.5,18.6,36.9,7,-40.1,-64.6,1.4,2922,51600,26.5,18.6,36.9,7,-40.1,-64.6,1.4,2922,51600,26.5,18.6,36.9,7,-40.1,-64.6,1.4,2922,51600,26.5,18.6,36.9,7,-40.1,-64.6,1.4,2922,51600,26.5,18.6,36.9,7,-40.1,-64.6,1.4,2922,51600,26.5,18.6,36.9,7,-40.1,-64.6,1.4,2922,51600,26.5,18.6,36.9,7,-40.1,-64.6,1.4,2,896
1249,1249,1249,26039,73 #  ,58.2,91.4,17,-6,-29.9,26.1,1249,26039,73 #  ,58.2,91.4,17,-6,-29.9,26.1,1249,26039,73 #  ,58.2,91.4,17,-6,-29.9,26.1,1249,26039,73 #  ,58.2,91.4,17,-6,-29.9,26.1,1249,26039,73 #  ,58.2,91.4,17,-6,-29.9,26.1,1249,26039,73 #  ,58.2,91.4,17,-6,-29.9,26.1,1249,26039,73 #  ,58.2,91.4,17,-6,-29.9,26.1,2,661
904,904,904,20035,_ ,_, _,_,_,_,_,904,20035,_ ,_, _,_,_,_,_,904,20035,_ ,_, _,_,_,_,_,904,20035,_ ,_, _,_,_,_,_,904,20035,_ ,_, _,_,_,_,_,904,20035,_ ,_, _,_,_,_,_,904,20035,_ ,_, _,_,_,_,_,5,648
2667,2667,2667,48291,84.3,75.1,94.4,64,1.8,-11.3,16.8,2667,48291,84.3,75.1,94.4,64,1.8,-11.3,16.8,2667,48291,84.3,75.1,94.4,64,1.8,-11.3,16.8,2667,48291,84.3,75.1,94.4,64,1.8,-11.3,16.8,2667,48291,84.3,75.1,94.4,64,1.8,-11.3,16.8,2667,48291,84.3,75.1,94.4,64,1.8,-11.3,16.8,2667,48291,84.3,75.1,94.4,64,1.8,-11.3,16.8,2,1654
1279,1279,1279,26099,75.2,72.7,77.6,756,-3.7,-6.7,-0.6,1279,26099,75.2,72.7,77.6,756,-3.7,-6.7,-0.6,1279,26099,75.2,72.7,77.6,756,-3.7,-6.7,-0.6,1279,26099,75.2,72.7,77.6,756,-3.7,-6.7,-0.6,1279,26099,75.2,72.7,77.6,756,-3.7,-6.7,-0.6,1279,26099,75.2,72.7,77.6,756,-3.7,-6.7,-0.6,1279,26099,75.2,72.7,77.6,756,-3.7,-6.7,-0.6,1,1740
2517,2517,2517,47181,79.1,63.3,98,18,-10.7,-35.4,23.4,2517,47181,79.1,63.3,98,18,-10.7,-35.4,23.4,2517,47181,79.1,63.3,98,18,-10.7,-35.4,23.4,2517,47181,79.1,63.3,98,18,-10.7,-35.4,23.4,2517,47181,79.1,63.3,98,18,-10.7,-35.4,23.4,2517,47181,79.1,63.3,98,18,-10.7,-35.4,23.4,2517,47181,79.1,63.3,98,18,-10.7,-35.4,23.4,2,3000
3014,3014,3014,54047,103.9,88.1,122.1,32,-5.1,-30.1,28.7,3014,54047,103.9,88.1,122.1,32,-5.1,-30.1,28.7,3014,54047,103.9,88.1,122.1,32,-5.1,-30.1,28.7,3014,54047,103.9,88.1,122.1,32,-5.1,-30.1,28.7,3014,54047,103.9,88.1,122.1,32,-5.1,-30.1,28.7,3014,54047,103.9,88.1,122.1,32,-5.1,-30.1,28.7,3014,54047,103.9,88.1,122.1,32,-5.1,-30.1,28.7,2,1851
2234,2234,2234,41055,* ,*, *,3 or fewer,*,*,*,2234,41055,* ,*, *,3 or fewer,*,*,*,2234,41055,* ,*, *,3 or fewer,*,*,*,2234,41055,* ,*, *,3 or fewer,*,*,*,2234,41055,* ,*, *,3 or fewer,*,*,*,2234,41055,* ,*, *,3 or fewer,*,*,*,2234,41055,* ,*, *,3 or fewer,*,*,*,3,2600
2591,2591,2591,48139,64.8,58.7,71.2,91,-5.1,-12.5,2.9,2591,48139,64.8,58.7,71.2,91,-5.1,-12.5,2.9,2591,48139,64.8,58.7,71.2,91,-5.1,-12.5,2.9,2591,48139,64.8,58.7,71.2,91,-5.1,-12.5,2.9,2591,48139,64.8,58.7,71.2,91,-5.1,-12.5,2.9,2591,48139,64.8,58.7,71.2,91,-5.1,-12.5,2.9,2591,48139,64.8,58.7,71.2,91,-5.1,-12.5,2.9,2,868
2584,2584,2584,48125,* ,*, *,3 or fewer,*,*,*,2584,48125,* ,*, *,3 or fewer,*,*,*,2584,48125,* ,*, *,3 or fewer,*,*,*,2584,48125,* ,*, *,3 or fewer,*,*,*,2584,48125,* ,*, *,3 or fewer,*,*,*,2584,48125,* ,*, *,3 or fewer,*,*,*,2584,48125,* ,*, *,3 or fewer,*,*,*,3,777
1142,1142,1142,22061,60.7,50.7,72.1,27,-11.2,-25.6,5.9,1142,22061,60.7,50.7,72.1,27,-11.2,-25.6,5.9,1142,22061,60.7,50.7,72.1,27,-11.2,-25.6,5.9,1142,22061,60.7,50.7,72.1,27,-11.2,-25.6,5.9,1142,22061,60.7,50.7,72.1,27,-11.2,-25.6,5.9,1142,22061,60.7,50.7,72.1,27,-11.2,-25.6,5.9,1142,22061,60.7,50.7,72.1,27,-11.2,-25.6,5.9,2,1681
2496,2496,2496,47139,116,97.1,137.9,28,-3.4,-28.4,30.3,2496,47139,116,97.1,137.9,28,-3.4,-28.4,30.3,2496,47139,116,97.1,137.9,28,-3.4,-28.4,30.3,2496,47139,116,97.1,137.9,28,-3.4,-28.4,30.3,2496,47139,116,97.1,137.9,28,-3.4,-28.4,30.3,2496,47139,116,97.1,137.9,28,-3.4,-28.4,30.3,2496,47139,116,97.1,137.9,28,-3.4,-28.4,30.3,2,2299
706,706,706,18021,73.8,61.4,88.2,25,7.6,-17,39.6,706,18021,73.8,61.4,88.2,25,7.6,-17,39.6,706,18021,73.8,61.4,88.2,25,7.6,-17,39.6,706,18021,73.8,61.4,88.2,25,7.6,-17,39.6,706,18021,73.8,61.4,88.2,25,7.6,-17,39.6,706,18021,73.8,61.4,88.2,25,7.6,-17,39.6,706,18021,73.8,61.4,88.2,25,7.6,-17,39.6,2,543
2769,2769,2769,48495,67.8,43,101.5,5,-14.1,-32.9,9.9,2769,48495,67.8,43,101.5,5,-14.1,-32.9,9.9,2769,48495,67.8,43,101.5,5,-14.1,-32.9,9.9,2769,48495,67.8,43,101.5,5,-14.1,-32.9,9.9,2769,48495,67.8,43,101.5,5,-14.1,-32.9,9.9,2769,48495,67.8,43,101.5,5,-14.1,-32.9,9.9,2769,48495,67.8,43,101.5,5,-14.1,-32.9,9.9,2,3074
1022,1022,1022,21061,85.6,66.6,108.9,14,-5.1,-21.8,15.1,1022,21061,85.6,66.6,108.9,14,-5.1,-21.8,15.1,1022,21061,85.6,66.6,108.9,14,-5.1,-21.8,15.1,1022,21061,85.6,66.6,108.9,14,-5.1,-21.8,15.1,1022,21061,85.6,66.6,108.9,14,-5.1,-21.8,15.1,1022,21061,85.6,66.6,108.9,14,-5.1,-21.8,15.1,1022,21061,85.6,66.6,108.9,14,-5.1,-21.8,15.1,2,849
745,745,745,18099,67.1,57.9,77.5,39,9.3,-7.7,29.6,745,18099,67.1,57.9,77.5,39,9.3,-7.7,29.6,745,18099,67.1,57.9,77.5,39,9.3,-7.7,29.6,745,18099,67.1,57.9,77.5,39,9.3,-7.7,29.6,745,18099,67.1,57.9,77.5,39,9.3,-7.7,29.6,745,18099,67.1,57.9,77.5,39,9.3,-7.7,29.6,745,18099,67.1,57.9,77.5,39,9.3,-7.7,29.6,2,1809
1546,1546,1546,29129,114.1,78.1,163.9,7,-19.5,-48.9,27,1546,29129,114.1,78.1,163.9,7,-19.5,-48.9,27,1546,29129,114.1,78.1,163.9,7,-19.5,-48.9,27,1546,29129,114.1,78.1,163.9,7,-19.5,-48.9,27,1546,29129,114.1,78.1,163.9,7,-19.5,-48.9,27,1546,29129,114.1,78.1,163.9,7,-19.5,-48.9,27,1546,29129,114.1,78.1,163.9,7,-19.5,-48.9,27,2,1894
1939,1939,1939,37101,70.1,64.4,76.3,116,0.8,-1,2.6,1939,37101,70.1,64.4,76.3,116,0.8,-1,2.6,1939,37101,70.1,64.4,76.3,116,0.8,-1,2.6,1939,37101,70.1,64.4,76.3,116,0.8,-1,2.6,1939,37101,70.1,64.4,76.3,116,0.8,-1,2.6,1939,37101,70.1,64.4,76.3,116,0.8,-1,2.6,1939,37101,70.1,64.4,76.3,116,0.8,-1,2.6,2,1446
2472,2472,2472,47091,88,72.4,106.4,23,17.3,-7.5,48.7,2472,47091,88,72.4,106.4,23,17.3,-7.5,48.7,2472,47091,88,72.4,106.4,23,17.3,-7.5,48.7,2472,47091,88,72.4,106.4,23,17.3,-7.5,48.7,2472,47091,88,72.4,106.4,23,17.3,-7.5,48.7,2472,47091,88,72.4,106.4,23,17.3,-7.5,48.7,2472,47091,88,72.4,106.4,23,17.3,-7.5,48.7,2,1443
2147,2147,2147,40035,85.9,68.9,106.3,18,4.3,-16.8,30.7,2147,40035,85.9,68.9,106.3,18,4.3,-16.8,30.7,2147,40035,85.9,68.9,106.3,18,4.3,-16.8,30.7,2147,40035,85.9,68.9,106.3,18,4.3,-16.8,30.7,2147,40035,85.9,68.9,106.3,18,4.3,-16.8,30.7,2147,40035,85.9,68.9,106.3,18,4.3,-16.8,30.7,2147,40035,85.9,68.9,106.3,18,4.3,-16.8,30.7,2,650
3094,3094,3094,55095,52.3,44.3,61.4,31,3,-3.4,9.9,3094,55095,52.3,44.3,61.4,31,3,-3.4,9.9,3094,55095,52.3,44.3,61.4,31,3,-3.4,9.9,3094,55095,52.3,44.3,61.4,31,3,-3.4,9.9,3094,55095,52.3,44.3,61.4,31,3,-3.4,9.9,3094,55095,52.3,44.3,61.4,31,3,-3.4,9.9,3094,55095,52.3,44.3,61.4,31,3,-3.4,9.9,2,2301
513,513,513,13259,65.5,40.7,100.7,4,19.8,-34.1,117.9,513,13259,65.5,40.7,100.7,4,19.8,-34.1,117.9,513,13259,65.5,40.7,100.7,4,19.8,-34.1,117.9,513,13259,65.5,40.7,100.7,4,19.8,-34.1,117.9,513,13259,65.5,40.7,100.7,4,19.8,-34.1,117.9,513,13259,65.5,40.7,100.7,4,19.8,-34.1,117.9,513,13259,65.5,40.7,100.7,4,19.8,-34.1,117.9,2,2696
81,81,81,2164,* ,*, *,3 or fewer,*,*,*,81,2164,* ,*, *,3 or fewer,*,*,*,81,2164,* ,*, *,3 or fewer,*,*,*,81,2164,* ,*, *,3 or fewer,*,*,*,81,2164,* ,*, *,3 or fewer,*,*,*,81,2164,* ,*, *,3 or fewer,*,*,*,81,2164,* ,*, *,3 or fewer,*,*,*,3,1568
2991,2991,2991,54001,58.8,45.4,75.4,13,-4,-26,24.5,2991,54001,58.8,45.4,75.4,13,-4,-26,24.5,2991,54001,58.8,45.4,75.4,13,-4,-26,24.5,2991,54001,58.8,45.4,75.4,13,-4,-26,24.5,2991,54001,58.8,45.4,75.4,13,-4,-26,24.5,2991,54001,58.8,45.4,75.4,13,-4,-26,24.5,2991,54001,58.8,45.4,75.4,13,-4,-26,24.5,2,132
1308,1308,1308,26157,73.5 #  ,65,82.9,55,1.6,-16.2,23.1,1308,26157,73.5 #  ,65,82.9,55,1.6,-16.2,23.1,1308,26157,73.5 #  ,65,82.9,55,1.6,-16.2,23.1,1308,26157,73.5 #  ,65,82.9,55,1.6,-16.2,23.1,1308,26157,73.5 #  ,65,82.9,55,1.6,-16.2,23.1,1308,26157,73.5 #  ,65,82.9,55,1.6,-16.2,23.1,1308,26157,73.5 #  ,65,82.9,55,1.6,-16.2,23.1,2,2836
2616,2616,2616,48189,60,49.1,72.6,21,-3.3,-29.6,32.8,2616,48189,60,49.1,72.6,21,-3.3,-29.6,32.8,2616,48189,60,49.1,72.6,21,-3.3,-29.6,32.8,2616,48189,60,49.1,72.6,21,-3.3,-29.6,32.8,2616,48189,60,49.1,72.6,21,-3.3,-29.6,32.8,2616,48189,60,49.1,72.6,21,-3.3,-29.6,32.8,2616,48189,60,49.1,72.6,21,-3.3,-29.6,32.8,2,1150
914,914,914,20055,_ ,_, _,_,_,_,_,914,20055,_ ,_, _,_,_,_,_,914,20055,_ ,_, _,_,_,_,_,914,20055,_ ,_, _,_,_,_,_,914,20055,_ ,_, _,_,_,_,_,914,20055,_ ,_, _,_,_,_,_,914,20055,_ ,_, _,_,_,_,_,5,927
1404,1404,1404,28009,61.8,43.2,86.6,7,7.2,-14.1,33.7,1404,28009,61.8,43.2,86.6,7,7.2,-14.1,33.7,1404,28009,61.8,43.2,86.6,7,7.2,-14.1,33.7,1404,28009,61.8,43.2,86.6,7,7.2,-14.1,33.7,1404,28009,61.8,43.2,86.6,7,7.2,-14.1,33.7,1404,28009,61.8,43.2,86.6,7,7.2,-14.1,33.7,1404,28009,61.8,43.2,86.6,7,7.2,-14.1,33.7,2,184
1647,1647,1647,30101,77.5,50.1,115.8,5,-32.5,-63.6,25.3,1647,30101,77.5,50.1,115.8,5,-32.5,-63.6,25.3,1647,30101,77.5,50.1,115.8,5,-32.5,-63.6,25.3,1647,30101,77.5,50.1,115.8,5,-32.5,-63.6,25.3,1647,30101,77.5,50.1,115.8,5,-32.5,-63.6,25.3,1647,30101,77.5,50.1,115.8,5,-32.5,-63.6,25.3,1647,30101,77.5,50.1,115.8,5,-32.5,-63.6,25.3,2,2806
2892,2892,2892,51157,65.2,45.1,92.8,7,7.9,-21.9,49.1,2892,51157,65.2,45.1,92.8,7,7.9,-21.9,49.1,2892,51157,65.2,45.1,92.8,7,7.9,-21.9,49.1,2892,51157,65.2,45.1,92.8,7,7.9,-21.9,49.1,2892,51157,65.2,45.1,92.8,7,7.9,-21.9,49.1,2892,51157,65.2,45.1,92.8,7,7.9,-21.9,49.1,2892,51157,65.2,45.1,92.8,7,7.9,-21.9,49.1,2,2385
1108,1108,1108,21233,109.1,87.8,134.2,19,-3.7,-11.6,4.9,1108,21233,109.1,87.8,134.2,19,-3.7,-11.6,4.9,1108,21233,109.1,87.8,134.2,19,-3.7,-11.6,4.9,1108,21233,109.1,87.8,134.2,19,-3.7,-11.6,4.9,1108,21233,109.1,87.8,134.2,19,-3.7,-11.6,4.9,1108,21233,109.1,87.8,134.2,19,-3.7,-11.6,4.9,1108,21233,109.1,87.8,134.2,19,-3.7,-11.6,4.9,2,3009
150,150,150,5081,79.5,61.8,101.1,14,0.5,-17.9,23,150,5081,79.5,61.8,101.1,14,0.5,-17.9,23,150,5081,79.5,61.8,101.1,14,0.5,-17.9,23,150,5081,79.5,61.8,101.1,14,0.5,-17.9,23,150,5081,79.5,61.8,101.1,14,0.5,-17.9,23,150,5081,79.5,61.8,101.1,14,0.5,-17.9,23,150,5081,79.5,61.8,101.1,14,0.5,-17.9,23,2,1688
2857,2857,2857,51081,81.5,61.8,106,12,-2.8,-27.3,29.8,2857,51081,81.5,61.8,106,12,-2.8,-27.3,29.8,2857,51081,81.5,61.8,106,12,-2.8,-27.3,29.8,2857,51081,81.5,61.8,106,12,-2.8,-27.3,29.8,2857,51081,81.5,61.8,106,12,-2.8,-27.3,29.8,2857,51081,81.5,61.8,106,12,-2.8,-27.3,29.8,2857,51081,81.5,61.8,106,12,-2.8,-27.3,29.8,2,1123
774,774,774,18157,64,58.1,70.3,91,-7.1,-16.4,3.1,774,18157,64,58.1,70.3,91,-7.1,-16.4,3.1,774,18157,64,58.1,70.3,91,-7.1,-16.4,3.1,774,18157,64,58.1,70.3,91,-7.1,-16.4,3.1,774,18157,64,58.1,70.3,91,-7.1,-16.4,3.1,774,18157,64,58.1,70.3,91,-7.1,-16.4,3.1,774,18157,64,58.1,70.3,91,-7.1,-16.4,3.1,2,2794
329,329,329,12021,43.3,40.9,45.9,268,-8.5,-10.6,-6.3,329,12021,43.3,40.9,45.9,268,-8.5,-10.6,-6.3,329,12021,43.3,40.9,45.9,268,-8.5,-10.6,-6.3,329,12021,43.3,40.9,45.9,268,-8.5,-10.6,-6.3,329,12021,43.3,40.9,45.9,268,-8.5,-10.6,-6.3,329,12021,43.3,40.9,45.9,268,-8.5,-10.6,-6.3,329,12021,43.3,40.9,45.9,268,-8.5,-10.6,-6.3,1,599
6,6,6,1011,65.8,47.3,89.6,9,7.2,-27.6,58.7,6,1011,65.8,47.3,89.6,9,7.2,-27.6,58.7,6,1011,65.8,47.3,89.6,9,7.2,-27.6,58.7,6,1011,65.8,47.3,89.6,9,7.2,-27.6,58.7,6,1011,65.8,47.3,89.6,9,7.2,-27.6,58.7,6,1011,65.8,47.3,89.6,9,7.2,-27.6,58.7,6,1011,65.8,47.3,89.6,9,7.2,-27.6,58.7,2,310
2001,2001,2001,38025,* ,*, *,3 or fewer,*,*,*,2001,38025,* ,*, *,3 or fewer,*,*,*,2001,38025,* ,*, *,3 or fewer,*,*,*,2001,38025,* ,*, *,3 or fewer,*,*,*,2001,38025,* ,*, *,3 or fewer,*,*,*,2001,38025,* ,*, *,3 or fewer,*,*,*,2001,38025,* ,*, *,3 or fewer,*,*,*,3,826
943,943,943,20113,_ ,_, _,_,_,_,_,943,20113,_ ,_, _,_,_,_,_,943,20113,_ ,_, _,_,_,_,_,943,20113,_ ,_, _,_,_,_,_,943,20113,_ ,_, _,_,_,_,_,943,20113,_ ,_, _,_,_,_,_,943,20113,_ ,_, _,_,_,_,_,5,1869
822,822,822,19069,54.7,39.2,75.1,8,2.7,0.1,5.4,822,19069,54.7,39.2,75.1,8,2.7,0.1,5.4,822,19069,54.7,39.2,75.1,8,2.7,0.1,5.4,822,19069,54.7,39.2,75.1,8,2.7,0.1,5.4,822,19069,54.7,39.2,75.1,8,2.7,0.1,5.4,822,19069,54.7,39.2,75.1,8,2.7,0.1,5.4,822,19069,54.7,39.2,75.1,8,2.7,0.1,5.4,4,961
734,734,734,18077,81.7,69.3,95.7,32,11,-10.1,36.9,734,18077,81.7,69.3,95.7,32,11,-10.1,36.9,734,18077,81.7,69.3,95.7,32,11,-10.1,36.9,734,18077,81.7,69.3,95.7,32,11,-10.1,36.9,734,18077,81.7,69.3,95.7,32,11,-10.1,36.9,734,18077,81.7,69.3,95.7,32,11,-10.1,36.9,734,18077,81.7,69.3,95.7,32,11,-10.1,36.9,2,1403
909,909,909,20045,_ ,_, _,_,_,_,_,909,20045,_ ,_, _,_,_,_,_,909,20045,_ ,_, _,_,_,_,_,909,20045,_ ,_, _,_,_,_,_,909,20045,_ ,_, _,_,_,_,_,909,20045,_ ,_, _,_,_,_,_,909,20045,_ ,_, _,_,_,_,_,5,809
468,468,468,13167,65.4,46.2,90.5,8,5,-11.2,24.1,468,13167,65.4,46.2,90.5,8,5,-11.2,24.1,468,13167,65.4,46.2,90.5,8,5,-11.2,24.1,468,13167,65.4,46.2,90.5,8,5,-11.2,24.1,468,13167,65.4,46.2,90.5,8,5,-11.2,24.1,468,13167,65.4,46.2,90.5,8,5,-11.2,24.1,468,13167,65.4,46.2,90.5,8,5,-11.2,24.1,2,1435
181,181,181,5143,67.1,61.8,72.8,119,2.2,-8.1,13.8,181,5143,67.1,61.8,72.8,119,2.2,-8.1,13.8,181,5143,67.1,61.8,72.8,119,2.2,-8.1,13.8,181,5143,67.1,61.8,72.8,119,2.2,-8.1,13.8,181,5143,67.1,61.8,72.8,119,2.2,-8.1,13.8,181,5143,67.1,61.8,72.8,119,2.2,-8.1,13.8,181,5143,67.1,61.8,72.8,119,2.2,-8.1,13.8,2,2949
164,164,164,5109,87.8,67.5,112.7,13,3.3,-16.3,27.4,164,5109,87.8,67.5,112.7,13,3.3,-16.3,27.4,164,5109,87.8,67.5,112.7,13,3.3,-16.3,27.4,164,5109,87.8,67.5,112.7,13,3.3,-16.3,27.4,164,5109,87.8,67.5,112.7,13,3.3,-16.3,27.4,164,5109,87.8,67.5,112.7,13,3.3,-16.3,27.4,164,5109,87.8,67.5,112.7,13,3.3,-16.3,27.4,2,2257
1523,1523,1523,29083,100.3,85.2,117.6,33,-4.1,-17.8,11.8,1523,29083,100.3,85.2,117.6,33,-4.1,-17.8,11.8,1523,29083,100.3,85.2,117.6,33,-4.1,-17.8,11.8,1523,29083,100.3,85.2,117.6,33,-4.1,-17.8,11.8,1523,29083,100.3,85.2,117.6,33,-4.1,-17.8,11.8,1523,29083,100.3,85.2,117.6,33,-4.1,-17.8,11.8,1523,29083,100.3,85.2,117.6,33,-4.1,-17.8,11.8,2,1251
451,451,451,13133,69.9,55.8,87.2,19,*,*,*,451,13133,69.9,55.8,87.2,19,*,*,*,451,13133,69.9,55.8,87.2,19,*,*,*,451,13133,69.9,55.8,87.2,19,*,*,*,451,13133,69.9,55.8,87.2,19,*,*,*,451,13133,69.9,55.8,87.2,19,*,*,*,451,13133,69.9,55.8,87.2,19,*,*,*,3,1110
1311,1311,1311,26163,83,81.2,84.9,1634,-3.4,-6.4,-0.4,1311,26163,83,81.2,84.9,1634,-3.4,-6.4,-0.4,1311,26163,83,81.2,84.9,1634,-3.4,-6.4,-0.4,1311,26163,83,81.2,84.9,1634,-3.4,-6.4,-0.4,1311,26163,83,81.2,84.9,1634,-3.4,-6.4,-0.4,1311,26163,83,81.2,84.9,1634,-3.4,-6.4,-0.4,1311,26163,83,81.2,84.9,1634,-3.4,-6.4,-0.4,1,2992
1111,1111,1111,21239,68.2,55.1,83.6,20,-2.2,-27.6,32.2,1111,21239,68.2,55.1,83.6,20,-2.2,-27.6,32.2,1111,21239,68.2,55.1,83.6,20,-2.2,-27.6,32.2,1111,21239,68.2,55.1,83.6,20,-2.2,-27.6,32.2,1111,21239,68.2,55.1,83.6,20,-2.2,-27.6,32.2,1111,21239,68.2,55.1,83.6,20,-2.2,-27.6,32.2,1111,21239,68.2,55.1,83.6,20,-2.2,-27.6,32.2,2,3093
1287,1287,1287,26115,63.6 #  ,58.4,69.2,115,-0.5,-11,11.1,1287,26115,63.6 #  ,58.4,69.2,115,-0.5,-11,11.1,1287,26115,63.6 #  ,58.4,69.2,115,-0.5,-11,11.1,1287,26115,63.6 #  ,58.4,69.2,115,-0.5,-11,11.1,1287,26115,63.6 #  ,58.4,69.2,115,-0.5,-11,11.1,1287,26115,63.6 #  ,58.4,69.2,115,-0.5,-11,11.1,1287,26115,63.6 #  ,58.4,69.2,115,-0.5,-11,11.1,2,1959
